probe_id,off_target_genes
ENSMUSG00000094347|Olfr784|323b884,ENSMUSG00000058513|Olfr801
ENSMUSG00000094353|Olfr150|dc6aeee,ENSMUSG00000056961|Olfr919
ENSMUSG00000094511|Gm21693|8a63feb,ENSMUSG00000093987|Gm21704;ENSMUSG00000093918|Gm21677;ENSMUSG00000101667|Gm29289
ENSMUSG00000094535|Olfr850|926ea55,ENSMUSG00000095667|Olfr854
ENSMUSG00000094542|Vmn1r149|ec2aa9a,ENSMUSG00000096073|Vmn1r166;ENSMUSG00000092462|Vmn1r-ps83;ENSMUSG00000096601|Gm8720;ENSMUSG00000094700|Vmn1r158;ENSMUSG00000095619|Vmn1r157;ENSMUSG00000095081|Gm8693;ENSMUSG00000092547|Vmn1r-ps80;ENSMUSG00000095984|Gm4201;ENSMUSG00000094748|Gm8677;ENSMUSG00000094149|Gm8453;ENSMUSG00000094981|Gm8653;ENSMUSG00000096304|Gm16451;ENSMUSG00000074311|Vmn1r139;ENSMUSG00000095163|Vmn1r138;ENSMUSG00000095287|Vmn1r-ps78;ENSMUSG00000095191|Gm5725;ENSMUSG00000074322|Vmn1r132;ENSMUSG00000093941|Vmn1r131;ENSMUSG00000096741|Vmn1r-ps76;ENSMUSG00000094879|Vmn1r129;ENSMUSG00000094589|Vmn1r118;ENSMUSG00000096737|Vmn1r117;ENSMUSG00000094284|Vmn1r112;ENSMUSG00000095768|Vmn1r111;ENSMUSG00000092487|Vmn1r-ps71;ENSMUSG00000095837|Gm4141;ENSMUSG00000096761|Gm5726;ENSMUSG00000094545|Vmn1r101;ENSMUSG00000094757|Gm4498;ENSMUSG00000094298|Gm6164;ENSMUSG00000096152|Gm16442;ENSMUSG00000093871|Gm4187;ENSMUSG00000094010|Vmn1r119;ENSMUSG00000095745|Gm4133;ENSMUSG00000095358|Vmn1r165;ENSMUSG00000094684|Gm16456;ENSMUSG00000094934|Vmn1r163;ENSMUSG00000094532|Gm4216;ENSMUSG00000094931|Vmn1r160;ENSMUSG00000095931|Vmn1r159;ENSMUSG00000094905|Vmn1r155;ENSMUSG00000093853|Vmn1r151;ENSMUSG00000095543|Vmn1r148;ENSMUSG00000093917|Gm8660;ENSMUSG00000096071|Vmn1r143;ENSMUSG00000095273|Vmn1r142;ENSMUSG00000095962|Vmn1r137;ENSMUSG00000092506|Vmn1r-ps77;ENSMUSG00000095064|Vmn1r135;ENSMUSG00000096760|Gm4177;ENSMUSG00000094208|Vmn1r130;ENSMUSG00000095185|Vmn1r-ps75;ENSMUSG00000095758|Vmn1r128;ENSMUSG00000093890|Vmn1r127;ENSMUSG00000094221|Vmn1r124;ENSMUSG00000094385|Vmn1r123;ENSMUSG00000094001|Vmn1r122;ENSMUSG00000093986|Vmn1r120;ENSMUSG00000095973|Vmn1r116;ENSMUSG00000091435|Vmn1r115;ENSMUSG00000095275|Vmn1r107;ENSMUSG00000096663|Vmn1r103;ENSMUSG00000096386|Vmn1r100;ENSMUSG00000095806|Gm5728;ENSMUSG00000094735|Vmn1r95;ENSMUSG00000094011|Vmn1r94;ENSMUSG00000095201|Vmn1r91;ENSMUSG00000118318|Vmn1r183;ENSMUSG00000092297|Gm4214;ENSMUSG00000100654|Gm4207;ENSMUSG00000096871|Gm10665;ENSMUSG00000096348|Gm10666;ENSMUSG00000096513|Gm4175;ENSMUSG00000096813|Vmn1r126;ENSMUSG00000094680|Vmn1r121;ENSMUSG00000094085|Vmn1r114;ENSMUSG00000094762|Gm10670;ENSMUSG00000096164|Vmn1r93;ENSMUSG00000095816|Vmn1r-ps70;ENSMUSG00000094501|Vmn1r-ps73;ENSMUSG00000094160|Vmn1r-ps79
ENSMUSG00000094588|Olfr898|cbf9064,ENSMUSG00000096757|Olfr251
ENSMUSG00000094589|Vmn1r118|511c24e,ENSMUSG00000094684|Gm16456;ENSMUSG00000092506|Vmn1r-ps77;ENSMUSG00000095185|Vmn1r-ps75;ENSMUSG00000094149|Gm8453;ENSMUSG00000094757|Gm4498;ENSMUSG00000096073|Vmn1r166;ENSMUSG00000095619|Vmn1r157;ENSMUSG00000095081|Gm8693;ENSMUSG00000095984|Gm4201;ENSMUSG00000095543|Vmn1r148;ENSMUSG00000074311|Vmn1r139;ENSMUSG00000095163|Vmn1r138;ENSMUSG00000074322|Vmn1r132;ENSMUSG00000093941|Vmn1r131;ENSMUSG00000095309|Vmn1r125;ENSMUSG00000094284|Vmn1r112;ENSMUSG00000095768|Vmn1r111;ENSMUSG00000095837|Gm4141;ENSMUSG00000096386|Vmn1r100;ENSMUSG00000092473|Vmn1r180;ENSMUSG00000062598|Vmn1r178;ENSMUSG00000095358|Vmn1r165;ENSMUSG00000094934|Vmn1r163;ENSMUSG00000094931|Vmn1r160;ENSMUSG00000095383|Vmn1r152;ENSMUSG00000096071|Vmn1r143;ENSMUSG00000095962|Vmn1r137;ENSMUSG00000095064|Vmn1r135;ENSMUSG00000094208|Vmn1r130;ENSMUSG00000094385|Vmn1r123;ENSMUSG00000095973|Vmn1r116;ENSMUSG00000096903|Vmn1r104;ENSMUSG00000094735|Vmn1r95;ENSMUSG00000094905|Vmn1r155;ENSMUSG00000095275|Vmn1r107;ENSMUSG00000092616|Vmn1r-ps74
ENSMUSG00000094592|Gm15140|3c802ec,ENSMUSG00000081502|Gm5646;ENSMUSG00000094118|Gm16445;ENSMUSG00000093899|Gm5645;ENSMUSG00000095065|Gm5947;ENSMUSG00000094427|Gm15143;ENSMUSG00000096867|Gm10057;ENSMUSG00000094577|4921511M17Rik;ENSMUSG00000094802|Samt1
ENSMUSG00000094601|Gm5926|6e06ff4,ENSMUSG00000079566|Spin2d;ENSMUSG00000095659|Spin2g;ENSMUSG00000096645|Spin2e
ENSMUSG00000094669|Olfr441|70b71c2,ENSMUSG00000073110|Olfr444
ENSMUSG00000094678|Olfr857|ee1537b,ENSMUSG00000110578|Olfr858-ps1
ENSMUSG00000094680|Vmn1r121|866dcf3,ENSMUSG00000092297|Gm4214;ENSMUSG00000100654|Gm4207;ENSMUSG00000096871|Gm10665;ENSMUSG00000096348|Gm10666;ENSMUSG00000096513|Gm4175;ENSMUSG00000096813|Vmn1r126;ENSMUSG00000094085|Vmn1r114;ENSMUSG00000094762|Gm10670;ENSMUSG00000096164|Vmn1r93;ENSMUSG00000095816|Vmn1r-ps70;ENSMUSG00000094501|Vmn1r-ps73;ENSMUSG00000094160|Vmn1r-ps79;ENSMUSG00000095309|Vmn1r125;ENSMUSG00000095358|Vmn1r165;ENSMUSG00000094905|Vmn1r155;ENSMUSG00000095962|Vmn1r137;ENSMUSG00000094208|Vmn1r130;ENSMUSG00000095275|Vmn1r107;ENSMUSG00000095543|Vmn1r148;ENSMUSG00000096386|Vmn1r100;ENSMUSG00000118318|Vmn1r183;ENSMUSG00000092462|Vmn1r-ps83;ENSMUSG00000094684|Gm16456;ENSMUSG00000095619|Vmn1r157;ENSMUSG00000092547|Vmn1r-ps80;ENSMUSG00000095984|Gm4201;ENSMUSG00000095383|Vmn1r152;ENSMUSG00000093853|Vmn1r151;ENSMUSG00000094981|Gm8653;ENSMUSG00000096071|Vmn1r143;ENSMUSG00000074311|Vmn1r139;ENSMUSG00000095287|Vmn1r-ps78;ENSMUSG00000092506|Vmn1r-ps77;ENSMUSG00000074322|Vmn1r132;ENSMUSG00000096741|Vmn1r-ps76;ENSMUSG00000095185|Vmn1r-ps75;ENSMUSG00000094221|Vmn1r124;ENSMUSG00000094001|Vmn1r122;ENSMUSG00000092616|Vmn1r-ps74;ENSMUSG00000096737|Vmn1r117;ENSMUSG00000095973|Vmn1r116;ENSMUSG00000094284|Vmn1r112;ENSMUSG00000092487|Vmn1r-ps71;ENSMUSG00000095837|Gm4141;ENSMUSG00000096903|Vmn1r104;ENSMUSG00000094298|Gm6164;ENSMUSG00000094735|Vmn1r95;ENSMUSG00000095201|Vmn1r91;ENSMUSG00000094748|Gm8677;ENSMUSG00000091638|Vmn1r113;ENSMUSG00000096761|Gm5726;ENSMUSG00000096601|Gm8720;ENSMUSG00000094532|Gm4216;ENSMUSG00000094700|Vmn1r158;ENSMUSG00000094542|Vmn1r149;ENSMUSG00000093871|Gm4187;ENSMUSG00000095273|Vmn1r142;ENSMUSG00000095191|Gm5725;ENSMUSG00000096760|Gm4177;ENSMUSG00000094879|Vmn1r129;ENSMUSG00000093890|Vmn1r127;ENSMUSG00000094010|Vmn1r119;ENSMUSG00000091435|Vmn1r115;ENSMUSG00000096663|Vmn1r103;ENSMUSG00000094545|Vmn1r101;ENSMUSG00000095745|Gm4133;ENSMUSG00000094011|Vmn1r94;ENSMUSG00000092456|V1rd19;ENSMUSG00000097425|Vmn1r181;ENSMUSG00000096073|Vmn1r166;ENSMUSG00000095081|Gm8693;ENSMUSG00000093917|Gm8660;ENSMUSG00000094149|Gm8453;ENSMUSG00000095163|Vmn1r138;ENSMUSG00000093941|Vmn1r131;ENSMUSG00000093986|Vmn1r120;ENSMUSG00000094589|Vmn1r118;ENSMUSG00000095768|Vmn1r111;ENSMUSG00000095806|Gm5728;ENSMUSG00000094757|Gm4498
ENSMUSG00000094700|Vmn1r158|c7d76d9,ENSMUSG00000095358|Vmn1r165;ENSMUSG00000094934|Vmn1r163;ENSMUSG00000092547|Vmn1r-ps80;ENSMUSG00000094905|Vmn1r155;ENSMUSG00000095383|Vmn1r152;ENSMUSG00000094542|Vmn1r149;ENSMUSG00000093871|Gm4187;ENSMUSG00000094981|Gm8653;ENSMUSG00000096071|Vmn1r143;ENSMUSG00000095287|Vmn1r-ps78;ENSMUSG00000095962|Vmn1r137;ENSMUSG00000095064|Vmn1r135;ENSMUSG00000096741|Vmn1r-ps76;ENSMUSG00000094208|Vmn1r130;ENSMUSG00000095758|Vmn1r128;ENSMUSG00000094010|Vmn1r119;ENSMUSG00000096737|Vmn1r117;ENSMUSG00000095973|Vmn1r116;ENSMUSG00000092487|Vmn1r-ps71;ENSMUSG00000095275|Vmn1r107;ENSMUSG00000096903|Vmn1r104;ENSMUSG00000094545|Vmn1r101;ENSMUSG00000095745|Gm4133;ENSMUSG00000094298|Gm6164;ENSMUSG00000094735|Vmn1r95;ENSMUSG00000118318|Vmn1r183;ENSMUSG00000046924|Vmn1r179;ENSMUSG00000092462|Vmn1r-ps83;ENSMUSG00000092629|Vmn1r-ps85
ENSMUSG00000094721|Olfr1462|36eefd9,ENSMUSG00000057503|Olfr1459
ENSMUSG00000094724|Rnaset2b|52d3d8b,ENSMUSG00000095687|Rnaset2a
ENSMUSG00000094764|Olfr346|1b2c8b5,ENSMUSG00000111869|Olfr342
ENSMUSG00000094796|BC147527|988ca47,ENSMUSG00000104941|Gm8953
ENSMUSG00000094860|Btbd35f27|b42dbc0,ENSMUSG00000118429|CU019598.1;ENSMUSG00000118409|Btbd35f1;ENSMUSG00000118405|FQ976806.1;ENSMUSG00000118459|Btbd35f1;ENSMUSG00000096194|Btbd35f2;ENSMUSG00000118402|CT868697.1;ENSMUSG00000118431|Btbd35f25;ENSMUSG00000118465|CT867961.1;ENSMUSG00000118441|Btbd35f26;ENSMUSG00000094391|Btbd35f29;ENSMUSG00000080792|Gm14367;ENSMUSG00000078213|Btbd35f4;ENSMUSG00000094273|Btbd35f17;ENSMUSG00000094596|Btbd35f20;ENSMUSG00000094307|Btbd35f28;ENSMUSG00000078218|Btbd35f3;ENSMUSG00000101381|Btbd35f16;ENSMUSG00000095716|Btbd35f10;ENSMUSG00000094876|Btbd35f18;ENSMUSG00000094558|Btbd35f11;ENSMUSG00000096426|Btbd35f24;ENSMUSG00000100249|Btbd35f23;ENSMUSG00000118438|Btbd35f8;ENSMUSG00000096915|Btbd35f6;ENSMUSG00000078324|Btbd35f14;ENSMUSG00000095934|Btbd35f13;ENSMUSG00000101294|Btbd35f15;ENSMUSG00000099711|Btbd35f21;ENSMUSG00000095814|Btbd35f7;ENSMUSG00000078214|Gm5925
ENSMUSG00000094879|Vmn1r129|e793fc7,ENSMUSG00000092547|Vmn1r-ps80;ENSMUSG00000092487|Vmn1r-ps71;ENSMUSG00000092462|Vmn1r-ps83;ENSMUSG00000096601|Gm8720;ENSMUSG00000094748|Gm8677;ENSMUSG00000094981|Gm8653;ENSMUSG00000095287|Vmn1r-ps78;ENSMUSG00000095191|Gm5725;ENSMUSG00000096741|Vmn1r-ps76;ENSMUSG00000096737|Vmn1r117;ENSMUSG00000091638|Vmn1r113;ENSMUSG00000096761|Gm5726;ENSMUSG00000094298|Gm6164;ENSMUSG00000094532|Gm4216;ENSMUSG00000095931|Vmn1r159;ENSMUSG00000094542|Vmn1r149;ENSMUSG00000093871|Gm4187;ENSMUSG00000095273|Vmn1r142;ENSMUSG00000096304|Gm16451;ENSMUSG00000096760|Gm4177;ENSMUSG00000093890|Vmn1r127;ENSMUSG00000094001|Vmn1r122;ENSMUSG00000094010|Vmn1r119;ENSMUSG00000091435|Vmn1r115;ENSMUSG00000094545|Vmn1r101;ENSMUSG00000095745|Gm4133;ENSMUSG00000094011|Vmn1r94;ENSMUSG00000096152|Gm16442;ENSMUSG00000095619|Vmn1r157;ENSMUSG00000074311|Vmn1r139;ENSMUSG00000074322|Vmn1r132;ENSMUSG00000094284|Vmn1r112
ENSMUSG00000094892|Vmn2r101|93a8fd5,ENSMUSG00000096717|Vmn2r98;ENSMUSG00000091491|Vmn2r97;ENSMUSG00000093531|Vmn2r-ps117;ENSMUSG00000116837|Vmn2r-ps115;ENSMUSG00000091631|Vmn2r95;ENSMUSG00000093776|Vmn2r-ps120;ENSMUSG00000094396|Vmn2r124;ENSMUSG00000091805|Vmn2r108
ENSMUSG00000094973|Gm8994|f465f25,ENSMUSG00000108045|Gm5576
ENSMUSG00000095024|Gm5458|db8cbe3,ENSMUSG00000094706|Gm10338;ENSMUSG00000091325|Gm3760;ENSMUSG00000091676|Gm8374;ENSMUSG00000072726|Gm5797;ENSMUSG00000096183|Gm3727;ENSMUSG00000094021|Gm3685;ENSMUSG00000096839|Gm3460;ENSMUSG00000095360|Gm3594;ENSMUSG00000094811|Gm21103;ENSMUSG00000079396|Gm3411;ENSMUSG00000079371|Gm3476;ENSMUSG00000091882|Gm6337;ENSMUSG00000090643|Gm3453;ENSMUSG00000079379|Gm3242;ENSMUSG00000090512|Gm3424;ENSMUSG00000091595|Gm3344;ENSMUSG00000094578|Gm3187;ENSMUSG00000095797|Gm8246;ENSMUSG00000094929|Gm3526;ENSMUSG00000079378|Gm8279;ENSMUSG00000090827|Gm8297;ENSMUSG00000091494|Gm3269;ENSMUSG00000091700|Gm7876;ENSMUSG00000094258|Gm8159;ENSMUSG00000090472|Gm3047;ENSMUSG00000091148|Gm3182;ENSMUSG00000095056|Gm3159;ENSMUSG00000079389|Gm3149;ENSMUSG00000090764|Gm3127;ENSMUSG00000091022|Gm3115;ENSMUSG00000096901|Gm3029;ENSMUSG00000093887|Gm3033;ENSMUSG00000090364|Gm3043;ENSMUSG00000095368|Gm3012;ENSMUSG00000072739|Gm10408;ENSMUSG00000095533|Gm10413;ENSMUSG00000096039|D830030K20Rik;ENSMUSG00000079409|Gm5795;ENSMUSG00000079410|Gm2897;ENSMUSG00000090487|Gm2888;ENSMUSG00000093979|Gm2237;ENSMUSG00000063277|Gm10128;ENSMUSG00000079364|Gm3558;ENSMUSG00000091617|Gm3752;ENSMUSG00000091472|Gm3739;ENSMUSG00000093985|Gm10406;ENSMUSG00000090404|Gm8362;ENSMUSG00000091754|Gm3636;ENSMUSG00000093898|Gm3629;ENSMUSG00000096904|Gm3591;ENSMUSG00000094634|Gm3468;ENSMUSG00000090707|Gm8237;ENSMUSG00000096629|Gm3383;ENSMUSG00000094825|Gm3194;ENSMUSG00000094132|Gm3264;ENSMUSG00000090872|Gm3239;ENSMUSG00000079386|Gm3173;ENSMUSG00000079388|2610042L04Rik;ENSMUSG00000091563|Gm8108;ENSMUSG00000096775|Gm5796;ENSMUSG00000096793|Gm3002;ENSMUSG00000079402|Gm3020;ENSMUSG00000095195|Gm3005;ENSMUSG00000096488|Gm10409;ENSMUSG00000096574|Gm2956;ENSMUSG00000071613|Gm10340;ENSMUSG00000072731|Gm3715;ENSMUSG00000090363|Gm3512;ENSMUSG00000090691|Gm3667;ENSMUSG00000091568|Gm8206;ENSMUSG00000091275|Gm3248;ENSMUSG00000095681|Gm8281;ENSMUSG00000079383|Gm3298;ENSMUSG00000094628|Gm3252;ENSMUSG00000092167|Gm3696
